Year,Month,Payment_Mode,Volume_Lakhs,Value_Crores,Banks_Live,Num_Transactions_Daily_Avg,Market_Share_Pct,YoY_Growth_Volume_Pct,Avg_Ticket_Size_Rs,Success_Rate_Pct,Digital_Payment_Index,Quarter
2018,2,Debit_Card,266.01,4314.44,132,886700,24.28,1.23,1621.91,95.87,99.73,Q4 FY2017-18
2018,2,Credit_Card,138.64,6088.89,132,462133,12.65,15.99,4391.87,95.27,99.73,Q4 FY2017-18
2018,2,PPI,44.41,430.77,132,148033,4.05,19.08,969.98,95.14,99.73,Q4 FY2017-18
2018,2,NETC,1.43,1.73,132,4767,0.13,67.43,121.13,90.35,99.73,Q4 FY2017-18
2018,2,BBPS,2.66,50.56,132,8867,0.24,63.3,1900.81,95.18,99.73,Q4 FY2017-18
2018,3,UPI,0.45,7.52,136,1500,0.04,125.1,1670.86,95.73,101.3,Q4 FY2017-18
2018,3,IMPS,90.13,5069.36,136,300433,7.17,37.38,5624.5,98.73,101.3,Q4 FY2017-18
2018,3,NEFT,235.92,603516.39,136,786400,18.78,33.52,255814.0,99.9,101.3,Q4 FY2017-18
2018,3,RTGS,123.39,6944256.68,136,411300,9.82,25.59,5627892.6,99.8,101.3,Q4 FY2017-18
2018,3,NACH,275.8,9040.42,136,919333,21.95,25.92,3277.89,94.46,101.3,Q4 FY2017-18
2018,3,AePS,10.55,302.23,136,35167,0.84,52.43,2864.7,87.48,101.3,Q4 FY2017-18
2018,3,Debit_Card,291.68,4779.91,136,972267,23.22,10.44,1638.75,95.17,101.3,Q4 FY2017-18
2018,3,Credit_Card,170.56,7505.71,136,568533,13.58,40.17,4400.63,96.86,101.3,Q4 FY2017-18
2018,3,PPI,52.53,493.59,136,175100,4.18,37.82,939.64,93.09,101.3,Q4 FY2017-18
2018,3,NETC,1.93,2.13,136,6433,0.15,114.2,110.34,92.4,101.3,Q4 FY2017-18
2018,3,BBPS,3.45,65.17,136,11500,0.27,101.71,1888.96,94.28,101.3,Q4 FY2017-18
2018,4,UPI,0.42,7.05,141,1400,0.03,97.27,1678.38,96.02,102.85,Q1 FY2018-19
2018,4,IMPS,93.98,5308.46,141,313267,7.65,39.76,5648.5,97.02,102.85,Q1 FY2018-19
2018,4,NEFT,221.47,567119.45,141,738233,18.02,23.49,256070.55,99.78,102.85,Q1 FY2018-19
2018,4,RTGS,114.4,6444767.57,141,381333,9.31,15.52,5633538.09,99.9,102.85,Q1 FY2018-19
2018,4,NACH,271.16,8904.57,141,903867,22.07,21.61,3283.88,91.52,102.85,Q1 FY2018-19
2018,4,AePS,10.43,299.0,141,34767,0.85,46.31,2866.76,90.37,102.85,Q1 FY2018-19
2018,4,Debit_Card,296.25,4835.96,141,987500,24.11,11.62,1632.39,96.4,102.85,Q1 FY2018-19
2018,4,Credit_Card,165.25,7296.28,141,550833,13.45,33.4,4415.3,97.96,102.85,Q1 FY2018-19
2018,4,PPI,50.54,487.89,141,168467,4.11,29.75,965.35,94.99,102.85,Q1 FY2018-19
2018,4,NETC,1.67,1.97,141,5567,0.14,75.68,118.11,91.09,102.85,Q1 FY2018-19
2018,4,BBPS,3.23,61.42,141,10767,0.26,79.86,1901.54,96.14,102.85,Q1 FY2018-19
2018,5,UPI,0.45,7.55,145,1500,0.04,98.46,1677.51,96.16,104.65,Q1 FY2018-19
2018,5,IMPS,86.3,4850.92,145,287667,7.04,25.21,5621.0,98.29,104.65,Q1 FY2018-19
2018,5,NEFT,222.21,569562.69,145,740700,18.14,22.07,256317.31,99.51,104.65,Q1 FY2018-19
2018,5,RTGS,117.24,6611337.75,145,390800,9.57,17.45,5639148.54,99.9,104.65,Q1 FY2018-19
2018,5,NACH,303.55,9967.37,145,1011833,24.78,33.73,3283.6,93.77,104.65,Q1 FY2018-19
2018,5,AePS,10.88,310.91,145,36267,0.89,48.18,2857.65,87.28,104.65,Q1 FY2018-19
2018,5,Debit_Card,280.21,4638.37,145,934033,22.87,5.05,1655.32,96.17,104.65,Q1 FY2018-19
2018,5,Credit_Card,146.17,6430.85,145,487233,11.93,15.91,4399.57,98.19,104.65,Q1 FY2018-19
2018,5,PPI,52.79,488.14,145,175967,4.31,32.61,924.68,93.61,104.65,Q1 FY2018-19
2018,5,NETC,2.02,2.29,145,6733,0.16,101.42,113.2,90.89,104.65,Q1 FY2018-19
2018,5,BBPS,3.36,62.59,145,11200,0.27,78.19,1862.76,96.32,104.65,Q1 FY2018-19
2018,6,UPI,0.53,8.82,150,1767,0.04,119.47,1664.07,93.85,106.05,Q1 FY2018-19
2018,6,IMPS,89.82,5072.75,150,299400,7.4,27.14,5647.68,97.53,106.05,Q1 FY2018-19
2018,6,NEFT,218.85,561572.62,150,729500,18.04,18.45,256601.61,99.25,106.05,Q1 FY2018-19
2018,6,RTGS,107.98,6095277.72,150,359933,8.9,7.31,5644821.0,99.9,106.05,Q1 FY2018-19
2018,6,NACH,290.24,9506.03,150,967467,23.92,25.61,3275.23,93.0,106.05,Q1 FY2018-19
2018,6,AePS,11.02,317.5,150,36733,0.91,45.71,2881.15,89.63,106.05,Q1 FY2018-19
2018,6,Debit_Card,281.17,4566.45,150,937233,23.17,4.88,1624.09,96.14,106.05,Q1 FY2018-19
2018,6,Credit_Card,152.66,6753.3,150,508867,12.58,18.92,4423.75,98.18,106.05,Q1 FY2018-19
2018,6,PPI,55.74,521.26,150,185800,4.59,37.0,935.16,94.82,106.05,Q1 FY2018-19
2018,6,NETC,1.91,2.43,150,6367,0.16,80.52,127.44,91.25,106.05,Q1 FY2018-19
2018,6,BBPS,3.49,66.46,150,11633,0.29,76.27,1904.17,95.69,106.05,Q1 FY2018-19
2018,7,UPI,0.57,9.41,154,1900,0.04,121.63,1651.55,95.66,105.95,Q2 FY2018-19
2018,7,IMPS,99.87,5630.14,154,332900,7.86,37.91,5637.47,96.0,105.95,Q2 FY2018-19
2018,7,NEFT,236.36,607067.17,154,787867,18.61,26.04,256840.06,99.9,105.95,Q2 FY2018-19
2018,7,RTGS,113.89,6435295.14,154,379633,8.97,12.29,5650447.92,99.9,105.95,Q2 FY2018-19
2018,7,NACH,310.19,10238.6,154,1033967,24.42,31.87,3300.75,91.94,105.95,Q2 FY2018-19
2018,7,AePS,11.37,328.55,154,37900,0.9,45.96,2889.58,88.73,105.95,Q2 FY2018-19
2018,7,Debit_Card,277.29,4592.01,154,924300,21.83,2.92,1656.03,96.65,105.95,Q2 FY2018-19
2018,7,Credit_Card,160.35,7092.47,154,534500,12.62,22.7,4423.12,95.44,105.95,Q2 FY2018-19
2018,7,PPI,54.68,534.58,154,182267,4.3,31.51,977.66,92.53,105.95,Q2 FY2018-19
2018,7,NETC,2.2,3.12,154,7333,0.17,97.09,141.94,93.05,105.95,Q2 FY2018-19
2018,7,BBPS,3.49,66.77,154,11633,0.27,67.87,1913.22,96.97,105.95,Q2 FY2018-19
2018,8,UPI,0.61,10.0,159,2033,0.05,122.71,1639.1,93.88,108.95,Q2 FY2018-19
2018,8,IMPS,97.68,5506.32,159,325600,7.65,31.6,5637.1,98.65,108.95,Q2 FY2018-19
2018,8,NEFT,238.17,612329.78,159,793900,18.65,25.12,257097.78,99.9,108.95,Q2 FY2018-19
2018,8,RTGS,103.75,5868189.21,159,345833,8.12,1.48,5656085.99,99.08,108.95,Q2 FY2018-19
2018,8,NACH,298.36,9857.13,159,994533,23.36,24.6,3303.77,94.24,108.95,Q2 FY2018-19
2018,8,AePS,11.36,326.21,159,37867,0.89,41.58,2871.56,88.49,108.95,Q2 FY2018-19
2018,8,Debit_Card,295.42,4818.3,159,984733,23.13,9.1,1631.0,97.37,108.95,Q2 FY2018-19
2018,8,Credit_Card,169.34,7501.63,159,564467,13.26,27.29,4429.92,96.78,108.95,Q2 FY2018-19
2018,8,PPI,55.92,518.73,159,186400,4.38,31.59,927.62,95.17,108.95,Q2 FY2018-19
2018,8,NETC,2.35,2.56,159,7833,0.18,99.55,108.83,91.65,108.95,Q2 FY2018-19
2018,8,BBPS,4.2,80.38,159,14000,0.33,92.41,1913.8,96.16,108.95,Q2 FY2018-19
2018,9,UPI,0.61,10.17,163,2033,0.05,109.12,1667.83,96.07,110.1,Q2 FY2018-19
2018,9,IMPS,106.29,6000.85,163,354300,8.47,39.71,5645.73,97.98,110.1,Q2 FY2018-19
2018,9,NEFT,218.23,561624.07,163,727433,17.4,12.95,257354.2,99.9,110.1,Q2 FY2018-19
2018,9,RTGS,111.85,6332664.67,163,372833,8.92,8.53,5661747.58,99.9,110.1,Q2 FY2018-19
2018,9,NACH,282.59,9273.76,163,941967,22.53,15.92,3281.7,91.51,110.1,Q2 FY2018-19
2018,9,AePS,11.76,340.6,163,39200,0.94,42.3,2896.27,88.67,110.1,Q2 FY2018-19
2018,9,Debit_Card,284.66,4707.05,163,948867,22.69,4.61,1653.57,96.33,110.1,Q2 FY2018-19
2018,9,Credit_Card,179.88,8016.12,163,599600,14.34,32.82,4456.37,95.15,110.1,Q2 FY2018-19
2018,9,PPI,52.17,506.52,163,173900,4.16,20.13,970.9,92.93,110.1,Q2 FY2018-19
2018,9,NETC,2.31,2.51,163,7700,0.18,85.93,108.57,92.06,110.1,Q2 FY2018-19
2018,9,BBPS,4.08,76.76,163,13600,0.33,78.01,1881.49,96.26,110.1,Q2 FY2018-19
2018,10,UPI,0.68,11.23,168,2267,0.05,118.88,1651.3,93.19,106.95,Q3 FY2018-19
2018,10,IMPS,119.97,6775.92,168,399900,8.45,53.84,5648.01,98.36,106.95,Q3 FY2018-19
2018,10,NEFT,246.27,634389.77,168,820900,17.35,25.58,257599.29,99.43,106.95,Q3 FY2018-19
2018,10,RTGS,116.49,6601956.53,168,388300,8.2,12.14,5667401.95,99.08,106.95,Q3 FY2018-19
2018,10,NACH,353.27,11682.89,168,1177567,24.88,42.36,3307.07,92.94,106.95,Q3 FY2018-19
2018,10,AePS,12.06,349.14,168,40200,0.85,41.68,2895.06,88.77,106.95,Q3 FY2018-19
2018,10,Debit_Card,331.56,5503.3,168,1105200,23.35,21.24,1659.82,95.9,106.95,Q3 FY2018-19
2018,10,Credit_Card,173.96,7716.85,168,579867,12.25,26.18,4435.99,96.86,106.95,Q3 FY2018-19
2018,10,PPI,58.56,575.25,168,195200,4.12,31.94,982.32,92.25,106.95,Q3 FY2018-19
2018,10,NETC,2.58,3.48,168,8600,0.18,96.84,134.98,93.13,106.95,Q3 FY2018-19
2018,10,BBPS,4.42,84.53,168,14733,0.31,83.66,1912.48,95.2,106.95,Q3 FY2018-19
2018,11,UPI,0.69,11.35,172,2300,0.05,108.55,1645.24,95.04,112.8,Q3 FY2018-19
2018,11,IMPS,112.5,6374.35,172,375000,8.32,40.74,5666.09,99.1,112.8,Q3 FY2018-19
2018,11,NEFT,245.94,634202.03,172,819800,18.2,23.56,257868.6,99.9,112.8,Q3 FY2018-19
2018,11,RTGS,124.58,7067531.3,172,415267,9.22,18.97,5673086.61,99.27,112.8,Q3 FY2018-19
2018,11,NACH,328.07,10855.08,172,1093567,24.27,29.86,3308.77,94.1,112.8,Q3 FY2018-19
2018,11,AePS,13.99,404.89,172,46633,1.04,59.57,2894.15,89.81,112.8,Q3 FY2018-19
2018,11,Debit_Card,285.48,4736.63,172,951600,21.12,3.87,1659.18,94.87,112.8,Q3 FY2018-19
2018,11,Credit_Card,170.3,7604.68,172,567667,12.6,21.34,4465.46,95.92,112.8,Q3 FY2018-19
2018,11,PPI,62.91,596.29,172,209700,4.65,38.69,947.84,93.71,112.8,Q3 FY2018-19
2018,11,NETC,2.57,3.09,172,8567,0.19,85.85,120.42,90.45,112.8,Q3 FY2018-19
2018,11,BBPS,4.59,87.7,172,15300,0.34,81.64,1910.62,95.95,112.8,Q3 FY2018-19
2018,12,UPI,0.71,11.56,177,2367,0.05,101.5,1628.19,93.57,110.58,Q3 FY2018-19
2018,12,IMPS,117.65,6674.17,177,392167,8.82,43.6,5672.9,97.97,110.58,Q3 FY2018-19
2018,12,NEFT,224.82,580339.69,177,749400,16.85,11.28,258135.26,99.9,110.58,Q3 FY2018-19
2018,12,RTGS,122.3,6945128.76,177,407667,9.17,15.87,5678764.32,99.9,110.58,Q3 FY2018-19
2018,12,NACH,297.83,9852.28,177,992767,22.33,15.81,3308.02,92.37,110.58,Q3 FY2018-19
2018,12,AePS,12.04,348.45,177,40133,0.9,33.33,2894.12,87.88,110.58,Q3 FY2018-19
2018,12,Debit_Card,304.47,5048.93,177,1014900,22.82,10.23,1658.27,94.92,110.58,Q3 FY2018-19
2018,12,Credit_Card,185.81,8275.61,177,619367,13.93,30.05,4453.8,98.1,110.58,Q3 FY2018-19
2018,12,PPI,60.74,577.93,177,202467,4.55,31.02,951.48,94.81,110.58,Q3 FY2018-19
2018,12,NETC,2.81,3.56,177,9367,0.21,92.61,126.86,92.97,110.58,Q3 FY2018-19
2018,12,BBPS,4.81,93.29,177,16033,0.36,81.28,1939.55,97.05,110.58,Q3 FY2018-19
2019,1,UPI,0.81,13.32,181,2700,0.06,115.85,1644.89,95.14,114.58,Q4 FY2018-19
2019,1,IMPS,115.52,6562.08,181,385067,8.53,37.56,5680.47,96.16,114.58,Q4 FY2018-19
2019,1,NEFT,226.59,585482.96,181,755300,16.72,10.5,258388.7,98.47,114.58,Q4 FY2018-19
2019,1,RTGS,125.11,7111807.99,181,417033,9.23,17.59,5684444.08,99.71,114.58,Q4 FY2018-19
2019,1,NACH,341.4,11280.2,181,1138000,25.2,30.4,3304.1,92.35,114.58,Q4 FY2018-19
2019,1,AePS,12.77,368.89,181,42567,0.94,37.29,2888.7,89.69,114.58,Q4 FY2018-19
2019,1,Debit_Card,279.66,4655.58,181,932200,20.64,0.74,1664.73,96.15,114.58,Q4 FY2018-19
2019,1,Credit_Card,186.01,8298.56,181,620033,13.73,27.89,4461.35,95.34,114.58,Q4 FY2018-19
2019,1,PPI,59.64,561.09,181,198800,4.4,25.88,940.79,94.32,114.58,Q4 FY2018-19
2019,1,NETC,2.85,3.73,181,9500,0.21,85.17,130.98,91.11,114.58,Q4 FY2018-19
2019,1,BBPS,4.61,89.08,181,15367,0.34,65.47,1932.4,95.36,114.58,Q4 FY2018-19
2019,2,UPI,0.76,12.2,186,2533,0.06,90.16,1605.51,94.23,113.67,Q4 FY2018-19
2019,2,IMPS,112.05,6362.84,186,373500,8.89,30.17,5678.57,96.16,113.67,Q4 FY2018-19
2019,2,NEFT,217.13,561567.62,186,723767,17.23,4.32,258631.98,99.53,113.67,Q4 FY2018-19
2019,2,RTGS,108.51,6174326.4,186,361700,8.61,1.18,5690098.98,99.9,113.67,Q4 FY2018-19
2019,2,NACH,296.38,9773.55,186,987933,23.52,11.21,3297.64,92.51,113.67,Q4 FY2018-19
2019,2,AePS,13.07,379.67,186,43567,1.04,36.42,2904.93,88.93,113.67,Q4 FY2018-19
2019,2,Debit_Card,274.88,4586.76,186,916267,21.82,-1.47,1668.64,97.0,113.67,Q4 FY2018-19
2019,2,Credit_Card,175.13,7827.52,186,583767,13.9,18.28,4469.55,98.2,113.67,Q4 FY2018-19
2019,2,PPI,54.22,507.39,186,180733,4.3,11.97,935.8,92.25,113.67,Q4 FY2018-19
2019,2,NETC,2.82,3.98,186,9400,0.22,73.67,140.99,93.2,113.67,Q4 FY2018-19
2019,2,BBPS,4.96,95.78,186,16533,0.39,69.56,1931.07,95.69,113.67,Q4 FY2018-19
2019,3,UPI,0.95,15.43,190,3167,0.06,123.19,1623.88,95.03,116.65,Q4 FY2018-19
2019,3,IMPS,118.04,6718.41,190,393467,7.9,33.79,5691.64,96.79,116.65,Q4 FY2018-19
2019,3,NEFT,247.21,640011.81,190,824033,16.55,17.02,258893.98,99.57,116.65,Q4 FY2018-19
2019,3,RTGS,122.55,6980197.4,190,408500,8.2,13.36,5695795.51,99.9,116.65,Q4 FY2018-19
2019,3,NACH,373.42,12317.22,190,1244733,25.0,37.63,3298.49,92.98,116.65,Q4 FY2018-19
2019,3,AePS,15.2,443.22,190,50667,1.02,54.03,2915.92,88.42,116.65,Q4 FY2018-19
2019,3,Debit_Card,332.31,5536.48,190,1107700,22.25,18.52,1666.06,97.07,116.65,Q4 FY2018-19
2019,3,Credit_Card,211.21,9553.28,190,704033,14.14,40.12,4523.12,96.03,116.65,Q4 FY2018-19
2019,3,PPI,63.62,600.56,190,212067,4.26,28.56,943.98,92.89,116.65,Q4 FY2018-19
2019,3,NETC,3.64,4.67,190,12133,0.24,112.48,128.37,92.86,116.65,Q4 FY2018-19
2019,3,BBPS,5.61,108.82,190,18700,0.38,82.65,1939.71,94.32,116.65,Q4 FY2018-19
2019,4,UPI,0.96,15.34,195,3200,0.07,111.78,1598.2,94.77,118.41,Q1 FY2019-20
2019,4,IMPS,126.58,7206.98,195,421933,8.6,39.97,5693.62,96.68,118.41,Q1 FY2019-20
2019,4,NEFT,267.03,691985.68,195,890100,18.15,24.53,259141.55,99.9,118.41,Q1 FY2019-20
2019,4,RTGS,118.92,6780220.24,195,396400,8.08,9.13,5701497.01,99.9,118.41,Q1 FY2019-20
2019,4,NACH,365.35,12054.76,195,1217833,24.83,32.28,3299.51,94.13,118.41,Q1 FY2019-20
2019,4,AePS,14.64,422.46,195,48800,0.99,44.04,2885.65,90.24,118.41,Q1 FY2019-20
2019,4,Debit_Card,305.65,5113.0,195,1018833,20.77,8.47,1672.83,96.37,118.41,Q1 FY2019-20
2019,4,Credit_Card,193.86,8750.16,195,646200,13.17,26.34,4513.65,96.84,118.41,Q1 FY2019-20
2019,4,PPI,69.5,674.41,195,231667,4.72,37.42,970.38,94.99,118.41,Q1 FY2019-20
2019,4,NETC,3.51,4.92,195,11700,0.24,94.21,140.23,91.79,118.41,Q1 FY2019-20
2019,4,BBPS,5.47,106.82,195,18233,0.37,69.61,1952.83,96.0,118.41,Q1 FY2019-20
2019,5,UPI,1.02,16.4,199,3400,0.07,111.28,1608.2,95.07,117.1,Q1 FY2019-20
2019,5,IMPS,117.7,6701.32,199,392333,8.19,26.97,5693.56,97.04,117.1,Q1 FY2019-20
2019,5,NEFT,241.98,627719.76,199,806600,16.84,11.18,259409.77,99.87,117.1,Q1 FY2019-20
2019,5,RTGS,113.19,6459979.27,199,377300,7.88,3.05,5707199.64,99.9,117.1,Q1 FY2019-20
2019,5,NACH,370.53,12346.54,199,1235100,25.79,31.78,3332.13,93.51,117.1,Q1 FY2019-20
2019,5,AePS,14.55,420.22,199,48500,1.01,38.98,2888.12,87.57,117.1,Q1 FY2019-20
2019,5,Debit_Card,310.98,5185.31,199,1036600,21.65,9.81,1667.41,95.23,117.1,Q1 FY2019-20
2019,5,Credit_Card,193.63,8782.44,199,645433,13.48,23.96,4535.68,97.54,117.1,Q1 FY2019-20
2019,5,PPI,63.6,631.83,199,212000,4.43,23.04,993.44,95.3,117.1,Q1 FY2019-20
2019,5,NETC,3.48,4.1,199,11600,0.24,82.51,117.86,92.28,117.1,Q1 FY2019-20
2019,5,BBPS,6.02,115.38,199,20067,0.42,77.77,1916.59,94.96,117.1,Q1 FY2019-20
2019,6,UPI,1.13,18.23,204,3767,0.08,119.78,1613.21,95.1,122.4,Q1 FY2019-20
2019,6,IMPS,125.58,7181.61,204,418600,8.44,32.17,5718.75,97.24,122.4,Q1 FY2019-20
2019,6,NEFT,268.14,696285.44,204,893800,18.02,21.38,259672.35,99.73,122.4,Q1 FY2019-20
2019,6,RTGS,130.36,7447337.12,204,434533,8.76,17.74,5712900.52,99.81,122.4,Q1 FY2019-20
2019,6,NACH,343.76,11487.7,204,1145867,23.1,20.1,3341.78,92.96,122.4,Q1 FY2019-20
2019,6,AePS,15.07,436.65,204,50233,1.01,39.76,2897.45,87.74,122.4,Q1 FY2019-20
2019,6,Debit_Card,316.27,5202.74,204,1054233,21.25,11.12,1645.03,97.22,122.4,Q1 FY2019-20
2019,6,Credit_Card,206.85,9323.49,204,689500,13.9,30.08,4507.37,97.96,122.4,Q1 FY2019-20
2019,6,PPI,70.46,698.33,204,234867,4.73,33.38,991.1,95.35,122.4,Q1 FY2019-20
2019,6,NETC,4.03,4.28,204,13433,0.27,100.34,106.16,91.44,122.4,Q1 FY2019-20
2019,6,BBPS,6.63,129.81,204,22100,0.45,86.46,1957.96,94.22,122.4,Q1 FY2019-20
2019,7,UPI,1.1,17.72,208,3667,0.07,100.89,1610.91,94.85,120.29,Q2 FY2019-20
2019,7,IMPS,137.92,7889.01,208,459733,9.27,41.62,5719.99,96.86,120.29,Q2 FY2019-20
2019,7,NEFT,279.71,727105.87,208,932367,18.8,24.75,259949.9,99.9,120.29,Q2 FY2019-20
2019,7,RTGS,128.87,7369610.88,208,429567,8.66,15.47,5718639.62,99.9,120.29,Q2 FY2019-20
2019,7,NACH,341.63,11427.83,208,1138767,22.96,17.24,3345.09,94.73,120.29,Q2 FY2019-20
2019,7,AePS,15.68,456.25,208,52267,1.05,41.18,2909.77,88.27,120.29,Q2 FY2019-20
2019,7,Debit_Card,299.35,4965.86,208,997833,20.12,4.65,1658.88,96.13,120.29,Q2 FY2019-20
2019,7,Credit_Card,206.18,9419.0,208,687267,13.86,27.37,4568.34,98.14,120.29,Q2 FY2019-20
2019,7,PPI,67.15,665.46,208,223833,4.51,24.38,991.01,92.76,120.29,Q2 FY2019-20
2019,7,NETC,4.0,4.59,208,13333,0.27,88.48,114.77,92.52,120.29,Q2 FY2019-20
2019,7,BBPS,6.47,127.35,208,21567,0.43,73.3,1968.32,95.72,120.29,Q2 FY2019-20
2019,8,UPI,1.31,20.83,213,4367,0.09,124.64,1590.15,93.39,120.1,Q2 FY2019-20
2019,8,IMPS,141.8,8091.79,213,472667,9.55,42.05,5706.48,97.56,120.1,Q2 FY2019-20
2019,8,NEFT,262.75,683641.13,213,875833,17.7,15.45,260186.92,99.9,120.1,Q2 FY2019-20
2019,8,RTGS,128.99,7383825.96,213,429967,8.69,14.66,5724339.84,99.2,120.1,Q2 FY2019-20
2019,8,NACH,354.08,11853.75,213,1180267,23.86,19.37,3347.76,94.24,120.1,Q2 FY2019-20
2019,8,AePS,17.37,507.24,213,57900,1.17,51.84,2920.21,90.07,120.1,Q2 FY2019-20
2019,8,Debit_Card,287.98,4753.89,213,959933,19.4,0.18,1650.77,95.3,120.1,Q2 FY2019-20
2019,8,Credit_Card,202.09,9233.96,213,673633,13.62,22.63,4569.23,97.74,120.1,Q2 FY2019-20
2019,8,PPI,76.76,731.68,213,255867,5.17,39.12,953.21,94.77,120.1,Q2 FY2019-20
2019,8,NETC,4.07,5.0,213,13567,0.27,81.78,122.84,90.32,120.1,Q2 FY2019-20
2019,8,BBPS,6.98,134.33,213,23267,0.47,78.06,1924.51,94.7,120.1,Q2 FY2019-20
2019,9,UPI,1.33,21.38,217,4433,0.09,114.15,1607.59,95.41,125.96,Q2 FY2019-20
2019,9,IMPS,142.61,8144.07,217,475367,9.55,39.38,5710.73,97.62,125.96,Q2 FY2019-20
2019,9,NEFT,277.41,722507.05,217,924700,18.57,20.09,260447.37,99.02,125.96,Q2 FY2019-20
2019,9,RTGS,117.01,6704750.65,217,390033,7.83,3.19,5730066.36,99.9,125.96,Q2 FY2019-20
2019,9,NACH,361.37,12010.06,217,1204567,24.19,19.67,3323.48,92.78,125.96,Q2 FY2019-20
2019,9,AePS,16.27,475.69,217,54233,1.09,38.08,2923.7,87.62,125.96,Q2 FY2019-20
2019,9,Debit_Card,284.53,4796.95,217,948433,19.05,-1.51,1685.92,94.56,125.96,Q2 FY2019-20
2019,9,Credit_Card,205.14,9354.59,217,683800,13.73,22.28,4560.1,97.1,125.96,Q2 FY2019-20
2019,9,PPI,76.66,771.3,217,255533,5.13,35.95,1006.13,94.26,125.96,Q2 FY2019-20
2019,9,NETC,4.46,5.38,217,14867,0.3,88.82,120.64,91.97,125.96,Q2 FY2019-20
2019,9,BBPS,6.93,135.95,217,23100,0.46,68.36,1961.8,97.25,125.96,Q2 FY2019-20
2019,10,UPI,1.4,22.03,222,4667,0.08,111.66,1573.61,96.07,123.96,Q3 FY2019-20
2019,10,IMPS,159.37,9138.88,222,531233,9.41,51.96,5734.38,98.27,123.96,Q3 FY2019-20
2019,10,NEFT,295.24,769759.83,222,984133,17.44,25.92,260723.42,99.9,123.96,Q3 FY2019-20
2019,10,RTGS,140.9,8081716.53,222,469667,8.32,23.27,5735781.78,99.9,123.96,Q3 FY2019-20
2019,10,NACH,419.69,13998.76,222,1398967,24.79,36.53,3335.5,92.37,123.96,Q3 FY2019-20
2019,10,AePS,19.5,565.85,222,65000,1.15,60.67,2901.8,88.04,123.96,Q3 FY2019-20
2019,10,Debit_Card,345.45,5700.86,222,1151500,20.41,18.98,1650.27,97.61,123.96,Q3 FY2019-20
2019,10,Credit_Card,222.35,10158.24,222,741167,13.14,30.2,4568.58,98.8,123.96,Q3 FY2019-20
2019,10,PPI,74.92,735.24,222,249733,4.43,30.0,981.37,93.23,123.96,Q3 FY2019-20
2019,10,NETC,5.15,6.97,222,17167,0.3,106.66,135.28,91.01,123.96,Q3 FY2019-20
2019,10,BBPS,8.8,171.51,222,29333,0.52,103.61,1948.99,96.57,123.96,Q3 FY2019-20
2019,11,UPI,1.53,24.21,226,5100,0.09,117.2,1582.62,96.16,129.14,Q3 FY2019-20
2019,11,IMPS,142.68,8204.98,226,475600,8.5,32.73,5750.62,96.14,129.14,Q3 FY2019-20
2019,11,NEFT,292.45,763244.67,226,974833,17.43,22.89,260982.96,99.9,129.14,Q3 FY2019-20
2019,11,RTGS,141.41,8119107.3,226,471367,8.43,22.73,5741536.88,99.9,129.14,Q3 FY2019-20
2019,11,NACH,422.87,14055.06,226,1409567,25.2,35.13,3323.73,93.67,129.14,Q3 FY2019-20
2019,11,AePS,19.9,580.13,226,66333,1.19,59.19,2915.22,89.47,129.14,Q3 FY2019-20
2019,11,Debit_Card,319.39,5325.22,226,1064633,19.03,9.45,1667.31,96.77,129.14,Q3 FY2019-20
2019,11,Credit_Card,243.26,11111.85,226,810867,14.5,39.92,4567.89,95.51,129.14,Q3 FY2019-20
2019,11,PPI,80.25,804.86,226,267500,4.78,36.25,1002.94,93.59,129.14,Q3 FY2019-20
2019,11,NETC,5.25,7.62,226,17500,0.31,99.69,145.2,91.32,129.14,Q3 FY2019-20
2019,11,BBPS,9.14,181.91,226,30467,0.54,101.41,1990.28,97.18,129.14,Q3 FY2019-20
2019,12,UPI,1.63,25.62,231,5433,0.1,117.27,1571.75,94.72,125.92,Q3 FY2019-20
2019,12,IMPS,144.95,8334.58,231,483167,8.77,31.55,5749.97,98.0,125.92,Q3 FY2019-20
2019,12,NEFT,302.71,790820.82,231,1009033,18.31,25.32,261247.01,99.9,125.92,Q3 FY2019-20
2019,12,RTGS,131.46,7555363.09,231,438200,7.95,13.19,5747271.48,99.9,125.92,Q3 FY2019-20
2019,12,NACH,423.2,14163.78,231,1410667,25.6,32.84,3346.83,93.23,125.92,Q3 FY2019-20
2019,12,AePS,17.31,505.77,231,57700,1.05,34.44,2921.81,89.65,125.92,Q3 FY2019-20
2019,12,Debit_Card,316.71,5263.47,231,1055700,19.16,8.0,1661.92,94.78,125.92,Q3 FY2019-20
2019,12,Credit_Card,229.1,10538.81,231,763667,13.86,29.45,4600.09,97.13,125.92,Q3 FY2019-20
2019,12,PPI,72.34,705.98,231,241133,4.38,20.18,975.92,94.35,125.92,Q3 FY2019-20
2019,12,NETC,4.91,5.69,231,16367,0.3,77.02,115.87,91.29,125.92,Q3 FY2019-20
2019,12,BBPS,8.94,175.42,231,29800,0.54,87.62,1962.18,97.37,125.92,Q3 FY2019-20
2020,1,UPI,1.81,28.35,235,6033,0.11,126.54,1566.27,93.63,128.72,Q4 FY2019-20
2020,1,IMPS,151.68,8728.74,235,505600,9.48,34.3,5754.71,99.02,128.72,Q4 FY2019-20
